('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         673989 function calls (655647 primitive calls) in 1.495 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
    32/26    0.000    0.000    0.001    0.000 typing.py:508(__getitem__)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
    30/17    0.000    0.000    0.133    0.008 {built-in method builtins.__import__}
       30    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       30    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       27    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       26    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       26    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
       26    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
       26    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       26    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       26    0.000    0.000    0.001    0.000 typing.py:687(Union)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
       25    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       24    0.000    0.000    0.001    0.000 enum.py:254(__set_name__)
       24    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
       24    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       22    0.000    0.000    0.001    0.000 enum.py:528(__new__)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
       22    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       21    0.000    0.000    0.449    0.021 __init__.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.001    0.000 typing.py:1449(__getitem__)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       20    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       17    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       17    0.001    0.000    0.002    0.000 __init__.py:355(namedtuple)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.001    0.000    0.003    0.000 enum.py:1708(convert_class)
       16    0.000    0.000    0.025    0.002 css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       15    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.010    0.001 css_parser.py:1135(process_selectors)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       12    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
       12    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
       12    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       11    0.001    0.000    0.228    0.021 {method 'join' of 'bytes' objects}
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       11    0.000    0.000    0.000    0.000 util.py:19(to_str)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
       11    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       10    0.001    0.000    0.003    0.000 enum.py:919(_convert_)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       10    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      9/7    0.002    0.000    0.003    0.000 {built-in method _imp.create_dynamic}
        9    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        8    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        7    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        7    0.000    0.000    0.002    0.000 typing.py:2761(_make_nmtuple)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        6    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        6    0.000    0.000    0.002    0.000 typing.py:2780(__new__)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        6    0.000    0.000    0.000    0.000 element.py:273(get_text)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        6    0.000    0.000    0.000    0.000 client.py:1064(_output)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        6    0.000    0.000    0.000    0.000 typing.py:740(Optional)
        6    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        6    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        5    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        4    0.000    0.000    0.001    0.000 feedparser.py:216(_parsegen)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:117(info)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        4    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        4    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7d3bfa60ae80}
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        3    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:1375(_gcd_import)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        3    0.000    0.000    0.009    0.003 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        3    0.000    0.000    0.014    0.005 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        3    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        3    0.000    0.000    0.228    0.076 models.py:890(content)
        3    0.000    0.000    0.000    0.000 utils.py:211(<genexpr>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        3    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        3    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        3    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        3    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        3    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        3    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        3    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        3    0.000    0.000    0.004    0.001 __init__.py:73(import_module)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        3    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7d3bfa697a60}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.037    0.019 exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        2    0.000    0.000    0.002    0.001 request.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        2    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.014    0.007 connection.py:1(<module>)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        2    0.000    0.000    0.025    0.012 api.py:1(<module>)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        2    0.000    0.000    0.001    0.001 models.py:1(<module>)
        2    0.001    0.000    0.006    0.003 element.py:792(_find_all)
        2    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        2    0.000    0.000    0.013    0.006 parser.py:1(<module>)
        2    0.010    0.005    0.119    0.060 parser.py:134(goahead)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        2    0.000    0.000    0.000    0.000 __init__.py:211(deprecated_argument)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.006    0.003 element.py:2013(find_all)
        2    0.000    0.000    0.000    0.000 utils.py:743(set_environ)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        2    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        2    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:140(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        2    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 response.py:1124(supports_chunked_reads)
        2    0.000    0.000    0.000    0.000 connection.py:292(is_closed)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        2    0.000    0.000    0.000    0.000 response.py:404(retries)
        2    0.000    0.000    0.000    0.000 feedparser.py:124(__iter__)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        2    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        2    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        2    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
